PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN	CEN	DE	CDE	EN - Proofread	Changed?	Simplified Chinese	
vo_ply_ply_	nin_	refuse_	dark_02	vo_ply_ply_nin_refuse_dark_02				omuk	philipp	com invalid	Ninja	quiet anger		Damn …	2		0	Damn…	YES	该死…	
vo_ply_ply_	nin_	refuse_path_	normal_00	vo_ply_ply_nin_refuse_path_normal_00				omuk	philipp	com move unreachable	Ninja	stealthy		I can't go there.	4		0	I can't go there.		到不了哪里	
vo_ply_ply_	nin_	refuse_path_	normal_01	vo_ply_ply_nin_refuse_path_normal_01				omuk	philipp	com move unreachable	Ninja	stealthy		No way there.	3		0	No way there.		没办法过去	
vo_ply_ply_	nin_	refuse_path_	normal_02	vo_ply_ply_nin_refuse_path_normal_02				omuk	philipp	com move unreachable	Ninja	stealthy		Don't see a way.	4		0	Don't see a way.		想不出办法	
vo_ply_ply_	nin_	refuse_path_	tense_00	vo_ply_ply_nin_refuse_path_tense_00				omuk	philipp	com move unreachable	Ninja	tense		Can't go there.	3		0	Can't go there.		去不了那里	
vo_ply_ply_	nin_	refuse_path_	tense_01	vo_ply_ply_nin_refuse_path_tense_01				omuk	philipp	com move unreachable	Ninja	tense		No way.	2		0	No way!	YES	没办法	
vo_ply_ply_	nin_	refuse_path_	tense_02	vo_ply_ply_nin_refuse_path_tense_02				omuk	philipp	com move unreachable	Ninja	tense		Don't see a way.	4		0	Don't see a way.		想不出办法	
vo_ply_ply_	nin_	refuse_door_enemy_	normal_00	vo_ply_ply_nin_refuse_door_enemy_normal_00				omuk	philipp	com door with enemy	Ninja	stealthy		Better not. Enemies inside.	4		0	Better not. Enemies inside.		最好别进去，里面有敌人	
vo_ply_ply_	nin_	refuse_door_enemy_	normal_01	vo_ply_ply_nin_refuse_door_enemy_normal_01				omuk	philipp	com door with enemy	Ninja	stealthy		No, that's occupied.	3		0	No, that's occupied.		里面有人	
vo_ply_ply_	nin_	refuse_door_enemy_	normal_02	vo_ply_ply_nin_refuse_door_enemy_normal_02				omuk	philipp	com door with enemy	Ninja	stealthy		There's guards in there.	4		0	There's guards in there.		里面有守卫	
vo_ply_ply_	nin_	refuse_door_enemy_	tense_00	vo_ply_ply_nin_refuse_door_enemy_tense_00				omuk	philipp	com door with enemy	Ninja	tense		Enemies inside.	2		0	Enemies inside.		里面有敌人	
vo_ply_ply_	nin_	refuse_door_enemy_	tense_01	vo_ply_ply_nin_refuse_door_enemy_tense_01				omuk	philipp	com door with enemy	Ninja	tense		Occupied.	1		0	Occupied.		有人了	
vo_ply_ply_	nin_	refuse_door_enemy_	tense_02	vo_ply_ply_nin_refuse_door_enemy_tense_02				omuk	philipp	com door with enemy	Ninja	tense		Guards in there.	3		0	Guards in there.		里面有守卫	
vo_ply_ply_	nin_	refuse_path_usable_	normal_00	vo_ply_ply_nin_refuse_path_usable_normal_00				omuk	philipp	com move unreachable without usables	Ninja	stealthy		Have to take a shortcut.	5		0	Have to take a shortcut.		得找个捷径	
vo_ply_ply_	nin_	refuse_path_usable_	normal_01	vo_ply_ply_nin_refuse_path_usable_normal_01				omuk	philipp	com move unreachable without usables	Ninja	stealthy		Have to improvise.	3		0	Have to improvise.		得想个办法才行	
vo_ply_ply_	nin_	refuse_path_usable_	normal_02	vo_ply_ply_nin_refuse_path_usable_normal_02				omuk	philipp	com move unreachable without usables	Ninja	stealthy		Hmm, no straight path.	4		0	Hmm…no straight path.	YES	不能直接过去	
vo_ply_ply_	nin_	refuse_path_usable_	tense_00	vo_ply_ply_nin_refuse_path_usable_tense_00				omuk	philipp	com move unreachable without usables	Ninja	tense		Need a shortcut.	3		0	Need a shortcut.		需要找个捷径	
vo_ply_ply_	nin_	refuse_path_usable_	tense_01	vo_ply_ply_nin_refuse_path_usable_tense_01				omuk	philipp	com move unreachable without usables	Ninja	tense		Need to improvise.	3		0	Need to improvise.		得想个办法	
vo_ply_ply_	nin_	refuse_path_usable_	tense_02	vo_ply_ply_nin_refuse_path_usable_tense_02				omuk	philipp	com move unreachable without usables	Ninja	tense		Better find a way.	4		0	Better find a way.		得找条路	
vo_ply_ply_	nin_	refuse_cooldown_	normal_00	vo_ply_ply_nin_refuse_cooldown_normal_00				omuk	philipp	com skill on cooldown	Ninja	stealthy		Not yet.	2		0	Not yet.		还没好	
vo_ply_ply_	nin_	refuse_cooldown_	normal_01	vo_ply_ply_nin_refuse_cooldown_normal_01				omuk	philipp	com skill on cooldown	Ninja	stealthy		Not ready.	2		0	Not ready.		还没准备好	
vo_ply_ply_	nin_	refuse_cooldown_	normal_02	vo_ply_ply_nin_refuse_cooldown_normal_02				omuk	philipp	com skill on cooldown	Ninja	stealthy		Needs more time.	3		0	Needs more time.		还需要时间	
vo_ply_ply_	nin_	refuse_cooldown_	tense_00	vo_ply_ply_nin_refuse_cooldown_tense_00				omuk	philipp	com skill on cooldown	Ninja	tense		Not yet.	2		0	Not yet.		还没好	
vo_ply_ply_	nin_	refuse_cooldown_	tense_01	vo_ply_ply_nin_refuse_cooldown_tense_01				omuk	philipp	com skill on cooldown	Ninja	tense		Not ready.	2		0	Not ready!	YES	还没准备好！	
vo_ply_ply_	nin_	refuse_cooldown_	tense_02	vo_ply_ply_nin_refuse_cooldown_tense_02				omuk	philipp	com skill on cooldown	Ninja	tense		Needs time.	2		0	Needs time.		需要时间	
vo_ply_ply_	nin_	refuse_noammo_	normal_00	vo_ply_ply_nin_refuse_noammo_normal_00				omuk	philipp	com skill no ammo	Ninja	stealthy		I'm out.	2		0	I'm out.		用光了	
vo_ply_ply_	nin_	refuse_noammo_	normal_01	vo_ply_ply_nin_refuse_noammo_normal_01				omuk	philipp	com skill no ammo	Ninja	stealthy		Nothing left.	2		0	Nothing left!	YES	没有了	
vo_ply_ply_	nin_	refuse_noammo_	normal_02	vo_ply_ply_nin_refuse_noammo_normal_02				omuk	philipp	com skill no ammo	Ninja	stealthy		No ammo.	2		0	No ammo!	YES	没弹药了	
vo_ply_ply_	nin_	refuse_noammo_	tense_00	vo_ply_ply_nin_refuse_noammo_tense_00				omuk	philipp	com skill no ammo	Ninja	tense		I'm out!	2		0	I'm out!		用光了	
vo_ply_ply_	nin_	refuse_noammo_	tense_01	vo_ply_ply_nin_refuse_noammo_tense_01				omuk	philipp	com skill no ammo	Ninja	tense		Empty!	1		0	Empty!		没有了	
vo_ply_ply_	nin_	refuse_noammo_	tense_02	vo_ply_ply_nin_refuse_noammo_tense_02				omuk	philipp	com skill no ammo	Ninja	tense		No ammo.	2		0	No ammo!	YES	没弹药了	
vo_ply_ply_	nin_	take_damage_	normal_00	vo_ply_ply_nin_take_damage_normal_00				omuk	philipp	char take damage	Ninja	tense	hit by enemy	Being attacked!	2		0	Being attacked!		被攻击了！	
vo_ply_ply_	nin_	take_damage_	normal_01	vo_ply_ply_nin_take_damage_normal_01				omuk	philipp	char take damage	Ninja	tense	hit by enemy	Urgh … That hurt!	4		0	Agh! That hurt!	YES	呃…好痛…	
vo_ply_ply_	nin_	take_damage_	normal_02	vo_ply_ply_nin_take_damage_normal_02				omuk	philipp	char take damage	Ninja	tense	(sound) gets hurt				0				
vo_ply_ply_	nin_	take_damage_	normal_03	vo_ply_ply_nin_take_damage_normal_03				omuk	philipp	char take damage	Ninja	tense	(sound) gets hurt				0				
vo_ply_ply_	nin_	take_damage_	normal_04	vo_ply_ply_nin_take_damage_normal_04				omuk	philipp	char take damage	Ninja	tense	(sound) gets hurt				0				
vo_ply_ply_	nin_	take_damage_	normal_05	vo_ply_ply_nin_take_damage_normal_05				omuk	philipp	char take damage	Ninja	tense	(sound) gets hurt				0				
vo_ply_ply_	nin_	death_	normal_00	vo_ply_ply_nin_death_normal_00				omuk	philipp	char death	Ninja	dying	dies in the end	Ugh …			0	Ugh…	YES	咯…	
vo_ply_ply_	nin_	death_	normal_01	vo_ply_ply_nin_death_normal_01				omuk	philipp	char death	Ninja	dying	dies in the end	Damn …	2		0	Damn…	YES	该死…	
vo_ply_ply_	nin_	corpse_pickup_execute_	normal_00	vo_ply_ply_nin_corpse_pickup_execute_normal_00				omuk	philipp	"pickup corpse
pickup object"	Ninja		(sound) pick up dead body				0				
vo_ply_ply_	nin_	corpse_pickup_execute_	normal_01	vo_ply_ply_nin_corpse_pickup_execute_normal_01				omuk	philipp	"pickup corpse
pickup object"	Ninja		(sound) pick up dead body				0				
vo_ply_ply_	nin_	corpse_pickup_execute_	normal_02	vo_ply_ply_nin_corpse_pickup_execute_normal_02				omuk	philipp	"pickup corpse
pickup object"	Ninja		(sound) pick up dead body				0				
vo_ply_ply_	nin_	corpse_drop_execute_	normal_00	vo_ply_ply_nin_corpse_drop_execute_normal_00				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Ninja		(sound) lay down dead body				0				
vo_ply_ply_	nin_	corpse_drop_execute_	normal_01	vo_ply_ply_nin_corpse_drop_execute_normal_01				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Ninja		(sound) lay down dead body				0				
vo_ply_ply_	nin_	corpse_drop_execute_	normal_02	vo_ply_ply_nin_corpse_drop_execute_normal_02				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Ninja		(sound) lay down dead body				0				
vo_ply_ply_	nin_	jump_execute_	normal_00	vo_ply_ply_nin_jump_execute_normal_00				omuk	philipp	jump	Ninja		(sound) jump				0				
vo_ply_ply_	nin_	jump_execute_	normal_01	vo_ply_ply_nin_jump_execute_normal_01				omuk	philipp	jump	Ninja		(sound) jump				0				
vo_ply_ply_	nin_	jump_execute_	normal_02	vo_ply_ply_nin_jump_execute_normal_02				omuk	philipp	jump	Ninja		(sound) jump				0				
vo_ply_ply_	nin_	jump_comment_	normal_03	vo_ply_ply_nin_jump_comment_normal_03				omuk		after jump	Ninja		rare	There we go.	3		0	There we go.		这两下如何	
vo_ply_ply_	nin_	use_vertical_execute_	normal_00	vo_ply_ply_nin_use_vertical_execute_normal_00				omuk	philipp	use vertical	Ninja		(sound) climbing				0				
vo_ply_ply_	nin_	use_vertical_execute_	normal_01	vo_ply_ply_nin_use_vertical_execute_normal_01				omuk	philipp	use vertical	Ninja		(sound) climbing				0				
vo_ply_ply_	nin_	use_vertical_execute_	normal_02	vo_ply_ply_nin_use_vertical_execute_normal_02				omuk	philipp	use vertical	Ninja		(sound) climbing				0				
vo_ply_ply_	nin_	use_vertical_comment_	normal_03	vo_ply_ply_nin_use_vertical_comment_normal_03				omuk		after com use vertical	Ninja		rare	Good exercise.	2		0	Good exercise.		可以热热身	
vo_ply_ply_	nin_	melee_select_	normal_00	vo_ply_ply_nin_melee_select_normal_00				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	stealthy	6	Blade's ready.	2		0	Blade's ready.		利刃渴望鲜血	
vo_ply_ply_	nin_	melee_select_	normal_01	vo_ply_ply_nin_melee_select_normal_01				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	stealthy	also happens when skill switch from knockout	Time for swordwork.	3		0	Time for swordwork.		该展现刀法了	
vo_ply_ply_	nin_	melee_select_	normal_02	vo_ply_ply_nin_melee_select_normal_02				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	stealthy	also happens when skill switch from knockout	Ken Jutsu.	2		0	Ken Jutsu.		剑术	
vo_ply_ply_	nin_	melee_select_	tense_02	vo_ply_ply_nin_melee_select_tense_02				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	tense	also happens when skill switch from knockout	Blade's ready.	2		0	Blade's ready.		利刃渴望鲜血	
vo_ply_ply_	nin_	melee_select_	tense_02	vo_ply_ply_nin_melee_select_tense_02				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	tense	also happens when skill switch from knockout	Sword ready.	2		0	Sword ready.		我的刀渴望鲜血	
vo_ply_ply_	nin_	melee_select_	tense_02	vo_ply_ply_nin_melee_select_tense_02				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	tense	also happens when skill switch from knockout	Ken Jutsu.	2		0	Ken Jutsu!	YES	剑术	
vo_ply_ply_	nin_	melee_select_	dark_00	vo_ply_ply_nin_melee_select_dark_00				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	quiet anger	also happens when skill switch from knockout	Swordwork.	1		0	Swordwork.		该出刀了	
vo_ply_ply_	nin_	melee_select_	dark_01	vo_ply_ply_nin_melee_select_dark_01				omuk	philipp	"sel skill melee
switch from knockout"	Ninja	quiet anger	also happens when skill switch from knockout	Ken Jutsu.	2		0	Ken Jutsu.		剑术	
vo_ply_ply_	nin_	melee_execute_	normal_00	vo_ply_ply_nin_melee_execute_normal_00				omuk	philipp	use skill melee	Ninja	quietly	(sound) stab person in the back with Ninjato				0				
vo_ply_ply_	nin_	melee_execute_	normal_01	vo_ply_ply_nin_melee_execute_normal_01				omuk	philipp	use skill melee	Ninja	quietly	(sound) stab person in the back with Ninjato				0				
vo_ply_ply_	nin_	melee_execute_	normal_02	vo_ply_ply_nin_melee_execute_normal_02				omuk	philipp	use skill melee	Ninja	quietly	(sound) stab person in the back with Ninjato				0				
vo_ply_ply_	nin_	melee_comment_	normal_03	vo_ply_ply_nin_melee_comment_normal_03				omuk		use skill melee	Ninja	smug	rare	Nothing personal …	3		0	Nothing personal…	YES	这不是个人恩怨…	
vo_ply_ply_	nin_	melee_comment_	tense_00	vo_ply_ply_nin_melee_comment_tense_00				omuk		use skill melee	Ninja	tense	rare	Shhh …	2		0	Shhh…	YES	嘘…	
vo_ply_ply_	nin_	melee_comment_	dark_00	vo_ply_ply_nin_melee_comment_dark_00				omuk		use skill melee	Ninja	quiet anger	rare	One more …	3		0	One more…	YES	又干掉一个…	
vo_ply_ply_	nin_	knockout_select_	normal_00	vo_ply_ply_nin_knockout_select_normal_00				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	stealthy		Don't need a blade for that.	6		0	Don't need a blade for that.		没必要动刀子	
vo_ply_ply_	nin_	knockout_select_	normal_01	vo_ply_ply_nin_knockout_select_normal_01				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	stealthy		I'll use my hands.	4		0	I'll use my hands.		空手就够了	
vo_ply_ply_	nin_	knockout_select_	normal_02	vo_ply_ply_nin_knockout_select_normal_02				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	stealthy		Tai Jutsu.	2		0	Tai Jutsu.		体术	
vo_ply_ply_	nin_	knockout_select_	tense_00	vo_ply_ply_nin_knockout_select_tense_00				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	tense		Sword sheathed.	2		0	Sword away.	YES	收刀	
vo_ply_ply_	nin_	knockout_select_	tense_01	vo_ply_ply_nin_knockout_select_tense_01				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	tense		No weapons.	2		0	No weapons.		不用武器	
vo_ply_ply_	nin_	knockout_select_	tense_02	vo_ply_ply_nin_knockout_select_tense_02				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	tense		Tai Jutsu.	2		0	Tai Jutsu!	YES	体术	
vo_ply_ply_	nin_	knockout_select_	dark_00	vo_ply_ply_nin_knockout_select_dark_00				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	quiet anger		To the neck …	4		0	To the neck…	YES	脖子上来个手刀…	
vo_ply_ply_	nin_	knockout_select_	dark_01	vo_ply_ply_nin_knockout_select_dark_01				omuk	philipp	"sel skill knockout
switch from melee"	Ninja	quiet anger		Tai Jutsu …	3		0	Tai Jutsu…	YES	体术…	
vo_ply_ply_	nin_	knockout_execute_	normal_00	vo_ply_ply_nin_knockout_execute_normal_00				omuk	philipp	use skill knockout	Ninja	quietly	(sound) karate chop to a person's neck		0		0				
vo_ply_ply_	nin_	knockout_execute_	normal_01	vo_ply_ply_nin_knockout_execute_normal_01				omuk	philipp	use skill knockout	Ninja	quietly	(sound) karate chop to a person's neck		0		0				
vo_ply_ply_	nin_	knockout_execute_	normal_02	vo_ply_ply_nin_knockout_execute_normal_02				omuk	philipp	use skill knockout	Ninja	quietly	(sound) karate chop to a person's neck		0		0				
vo_ply_ply_	nin_	knockout_comment_	normal_00	vo_ply_ply_nin_knockout_comment_normal_00				omuk		use skill knockout	Ninja	smug	rare	Sweet dreams.	2		0	Sweet dreams.		做个好梦	
vo_ply_ply_	nin_	knockout_comment_	normal_01	vo_ply_ply_nin_knockout_comment_normal_01				omuk		use skill knockout	Ninja	stealthy	rare	Ura Shuto Ken.	3		0	Ura Shuto Ken.		手刀	
vo_ply_ply_	nin_	knockout_comment_	tense_00	vo_ply_ply_nin_knockout_comment_tense_00				omuk		use skill knockout	Ninja	tense	rare	One strike.	2		0	One strike.		一击即倒	
vo_ply_ply_	nin_	knockout_comment_	tense_01	vo_ply_ply_nin_knockout_comment_tense_01				omuk		use skill knockout	Ninja	tense	rare	Ura Shuto Ken.	3		0	Ura Shuto Ken.		手刀	
vo_ply_ply_	nin_	knockout_comment_	dark_00	vo_ply_ply_nin_knockout_comment_dark_00				omuk		use skill knockout	Ninja	quiet anger	rare	You're lucky …	3		0	You're lucky…	YES	算你运气好	
vo_ply_ply_	nin_	dropkill_execute_	normal_00	vo_ply_ply_nin_dropkill_execute_normal_00				omuk	philipp	use skill dropkill	Ninja		(sound) drop down attack		2		0				
vo_ply_ply_	nin_	dropkill_execute_	normal_01	vo_ply_ply_nin_dropkill_execute_normal_01				omuk	philipp	use skill dropkill	Ninja		(sound) drop down attack				0				
vo_ply_ply_	nin_	dropkill_execute_	normal_02	vo_ply_ply_nin_dropkill_execute_normal_02				omuk	philipp	use skill dropkill	Ninja		(sound) drop down attack				0				
vo_ply_ply_	nin_	dropkill_comment_	normal_00	vo_ply_ply_nin_dropkill_comment_normal_00				omuk		use skill dropkill	Ninja	smug	rare	You stay down.	3		0	You stay down.		就在这儿长眠吧	
vo_ply_ply_	nin_	dropkill_comment_	normal_01	vo_ply_ply_nin_dropkill_comment_normal_01				omuk		use skill dropkill	Ninja	smug	rare	Death from above.	3		0	Death from above.		天降死神	
vo_ply_ply_	nin_	dropkill_comment_	tense_00	vo_ply_ply_nin_dropkill_comment_tense_00				omuk		use skill dropkill	Ninja	tense	rare	Stay down.	2		0	Stay down.		躺着吧	
vo_ply_ply_	nin_	dropkill_comment_	tense_01	vo_ply_ply_nin_dropkill_comment_tense_01				omuk		use skill dropkill	Ninja	tense	rare	Got you.	2		0	Got you.		中招了	
vo_ply_ply_	nin_	dropkill_comment_	dark_00	vo_ply_ply_nin_dropkill_comment_dark_00				omuk		use skill dropkill	Ninja	quiet anger	rare	No chance …	3		0	No chance…	YES	不可能的…	
vo_ply_ply_	nin_	stone_select_	normal_00	vo_ply_ply_nin_stone_select_normal_00				omuk	philipp	sel skill stone	Ninja	stealthy		I'll cause a distraction.	4		0	I'll cause a distraction.		我来吸引敌人	
vo_ply_ply_	nin_	stone_select_	normal_01	vo_ply_ply_nin_stone_select_normal_01				omuk	philipp	sel skill stone	Ninja	stealthy		Let's make some noise.	4		0	Let's make some noise.		来制造点噪音吧	
vo_ply_ply_	nin_	stone_select_	normal_02	vo_ply_ply_nin_stone_select_normal_02				omuk	philipp	sel skill stone	Ninja	stealthy		Yoji-gakure.	1		0	Yoji-gakure.		佯动隐身之术	
vo_ply_ply_	nin_	stone_select_	tense_00	vo_ply_ply_nin_stone_select_tense_00				omuk	philipp	sel skill stone	Ninja	tense		Need a distraction.	3		0	Need a distraction.		需要吸引一下敌人	
vo_ply_ply_	nin_	stone_select_	tense_01	vo_ply_ply_nin_stone_select_tense_01				omuk	philipp	sel skill stone	Ninja	tense		I'll make noise.	3		0	I'll make noise.		我来制造噪音	
vo_ply_ply_	nin_	stone_select_	tense_02	vo_ply_ply_nin_stone_select_tense_02				omuk	philipp	sel skill stone	Ninja	tense		Yoji-gakure.	1		0	Yoji-gakure.		佯动隐身之术	
vo_ply_ply_	nin_	stone_select_	dark_00	vo_ply_ply_nin_stone_select_dark_00				omuk	philipp	sel skill stone	Ninja	quiet anger		Distraction.	1		0	Distraction.		引开敌人	
vo_ply_ply_	nin_	stone_execute_	normal_00	vo_ply_ply_nin_stone_execute_normal_00				omuk	philipp	use skill stone	Ninja	quietly	(sound) throw a small stone as distraction		0		0				
vo_ply_ply_	nin_	stone_execute_	normal_01	vo_ply_ply_nin_stone_execute_normal_01				omuk	philipp	use skill stone	Ninja	quietly	(sound) throw a small stone as distraction		0		0				
vo_ply_ply_	nin_	stone_execute_	normal_02	vo_ply_ply_nin_stone_execute_normal_02				omuk	philipp	use skill stone	Ninja	quietly	(sound) throw a small stone as distraction		0		0				
vo_ply_ply_	nin_	stone_comment_	normal_00	vo_ply_ply_nin_stone_comment_normal_00				omuk		use skill dropkill	Ninja	quietly	rare	Listen up.	2		0	Listen…	YES	听…	
vo_ply_ply_	nin_	stone_comment_	normal_01	vo_ply_ply_nin_stone_comment_normal_01				omuk		use skill dropkill	Ninja	quietly	rare	You hear that?	3		0	You hear that?		听到了吗？	
vo_ply_ply_	nin_	stone_comment_	tense_00	vo_ply_ply_nin_stone_comment_tense_00				omuk		use skill dropkill	Ninja	tense	rare	Come on …	3		0	Come on…	YES	这样啊…	
vo_ply_ply_	nin_	stone_comment_	dark_00	vo_ply_ply_nin_stone_comment_dark_00				omuk		use skill dropkill	Ninja	quiet anger	rare	Hrm …	2		0	Hrm…	YES	嗯…	
vo_ply_ply_	nin_	shuriken_select_	normal_00	vo_ply_ply_nin_shuriken_select_normal_00				omuk	philipp	sel skill shuriken	Ninja	stealthy		Shuriken is ready.	3		0	Shuriken ready.	YES	手里剑就绪	
vo_ply_ply_	nin_	shuriken_select_	normal_01	vo_ply_ply_nin_shuriken_select_normal_01				omuk	philipp	sel skill shuriken	Ninja	stealthy		I'll use Shuriken.	3		0	I'll use Shuriken.		使用手里剑	
vo_ply_ply_	nin_	shuriken_select_	normal_02	vo_ply_ply_nin_shuriken_select_normal_02				omuk	philipp	sel skill shuriken	Ninja	stealthy		Shuriken Jutsu.	2		0	Shuriken Jutsu.		手里剑术	
vo_ply_ply_	nin_	shuriken_select_	tense_00	vo_ply_ply_nin_shuriken_select_tense_00				omuk	philipp	sel skill shuriken	Ninja	tense		Shuriken ready!	2		0	Shuriken ready!		手里剑就绪！	
vo_ply_ply_	nin_	shuriken_select_	tense_01	vo_ply_ply_nin_shuriken_select_tense_01				omuk	philipp	sel skill shuriken	Ninja	tense		Using Shuriken!	2		0	Using Shuriken!		使用手里剑！	
vo_ply_ply_	nin_	shuriken_select_	tense_02	vo_ply_ply_nin_shuriken_select_tense_02				omuk	philipp	sel skill shuriken	Ninja	tense		Shuriken Jutsu!	2		0	Shuriken Jutsu!		手里剑术！	
vo_ply_ply_	nin_	shuriken_select_	dark_00	vo_ply_ply_nin_shuriken_select_dark_00				omuk	philipp	sel skill shuriken	Ninja	quiet anger		Shuriken Jutsu …	3		0	Shuriken Jutsu…	YES	手里剑术…	
vo_ply_ply_	nin_	shuriken_execute_	normal_00	vo_ply_ply_nin_shuriken_execute_normal_00				omuk	philipp	use skill shuriken	Ninja		(sound) quickly throw 3 shuriken				0				
vo_ply_ply_	nin_	shuriken_execute_	normal_01	vo_ply_ply_nin_shuriken_execute_normal_01				omuk	philipp	use skill shuriken	Ninja		(sound) quickly throw 3 shuriken				0				
vo_ply_ply_	nin_	shuriken_execute_	normal_02	vo_ply_ply_nin_shuriken_execute_normal_02				omuk	philipp	use skill shuriken	Ninja		(sound) quickly throw 3 shuriken				0				
vo_ply_ply_	nin_	shuriken_comment_	normal_00	vo_ply_ply_nin_shuriken_comment_normal_00				omuk		after skill shuriken	Ninja	quietly	rare	Cutting wind.	2		0	Cutting wind.		风斩	
vo_ply_ply_	nin_	shuriken_comment_	normal_01	vo_ply_ply_nin_shuriken_comment_normal_01				omuk		after skill shuriken	Ninja	quietly	rare	I never miss.	3		0	I never miss.		从不失手	
vo_ply_ply_	nin_	shuriken_comment_	tense_00	vo_ply_ply_nin_shuriken_comment_tense_00				omuk		after skill shuriken	Ninja	tense	rare	Down.	1		0	Down.		倒下吧	
vo_ply_ply_	nin_	shuriken_comment_	tense_01	vo_ply_ply_nin_shuriken_comment_tense_01				omuk		after skill shuriken	Ninja	tense	rare	Got you …	3		0	Got you…	YES	中招…	
vo_ply_ply_	nin_	shuriken_comment_	dark_00	vo_ply_ply_nin_shuriken_comment_dark_00				omuk		after skill shuriken	Ninja	quiet anger	rare	Simple …	2		0	Simple…	YES	简单…	
vo_ply_ply_	nin_	shuriken_comment_	dark_01	vo_ply_ply_nin_shuriken_comment_dark_01				omuk		after skill shuriken	Ninja	quiet anger	rare	Next …	2		0	Next.	YES	下一个	
vo_ply_ply_	nin_	shuriken_no_ammo_	normal_00	vo_ply_ply_nin_shuriken_no_ammo_normal_00				omuk	philipp	use skill shuriken no ammo	Ninja	stealthy	special no ammo for shuriken	Tch … no shuriken.	4		0	Huh. No Shuriken.	YES	嘁…没手里剑了	
vo_ply_ply_	nin_	shuriken_no_ammo_	normal_01	vo_ply_ply_nin_shuriken_no_ammo_normal_01				omuk	philipp	use skill shuriken no ammo	Ninja	stealthy	special no ammo for shuriken	I'm missing my shuriken.	4		0	I'm missing my Shuriken.	YES	手里剑不在了	
vo_ply_ply_	nin_	shuriken_no_ammo_	normal_02	vo_ply_ply_nin_shuriken_no_ammo_normal_02				omuk	philipp	use skill shuriken no ammo	Ninja	stealthy	special no ammo for shuriken	Huh ... where're my shuriken?	5		0	Huh… Where're my Shuriken?	YES	手里剑在哪？	
vo_ply_ply_	nin_	shuriken_no_ammo_	tense_00	vo_ply_ply_nin_shuriken_no_ammo_tense_00				omuk	philipp	use skill shuriken no ammo	Ninja	tense	special no ammo for shuriken	No shuriken.	2		0	No Shuriken.	YES	没有手里剑	
vo_ply_ply_	nin_	shuriken_no_ammo_	tense_01	vo_ply_ply_nin_shuriken_no_ammo_tense_01				omuk	philipp	use skill shuriken no ammo	Ninja	tense	special no ammo for shuriken	Missing my shuriken.	3		0	Missing my Shuriken.	YES	手里剑不在	
vo_ply_ply_	nin_	shuriken_no_ammo_	tense_02	vo_ply_ply_nin_shuriken_no_ammo_tense_02				omuk	philipp	use skill shuriken no ammo	Ninja	tense	special no ammo for shuriken	Where're my shuriken?	3		0	Where are my Shuriken?	YES	手里剑在哪？	
vo_ply_ply_	nin_	shuriken_no_ammo_	dark_00	vo_ply_ply_nin_shuriken_no_ammo_dark_00				omuk	philipp	use skill shuriken no ammo	Ninja	quiet anger	special no ammo for shuriken	No shuriken.	2		0	No Shuriken.	YES	没有手里剑	
vo_ply_ply_	nin_	ammo_pickup_execute_	normal_00	vo_ply_ply_nin_ammo_pickup_execute_normal_00				omuk	philipp	pickup ammo	Ninja	stealthy	picks up ammo for shuriken/gun/heal	Nice.	1		0	Nice!	YES	很好	
vo_ply_ply_	nin_	ammo_pickup_execute_	normal_01	vo_ply_ply_nin_ammo_pickup_execute_normal_01				omuk	philipp	pickup ammo	Ninja	stealthy	picks up ammo for shuriken/gun/heal	This is mine.	3		0	This is mine.		是我的了	
vo_ply_ply_	nin_	ammo_pickup_execute_	normal_02	vo_ply_ply_nin_ammo_pickup_execute_normal_02				omuk	philipp	pickup ammo	Ninja	stealthy	picks up ammo for shuriken/gun/heal	I'll take that.	3		0	I'll take that.		我收下了	
vo_ply_ply_	nin_	ammo_pickup_execute_	normal_03	vo_ply_ply_nin_ammo_pickup_execute_normal_03				omuk	philipp	pickup ammo	Ninja	stealthy	picks up ammo for shuriken/gun/heal	Don't mind if I do.	5		0	Don't mind if I do.		我就不客气了	
