2,3,11												
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE
vo_eny_eny_	samurai_00_	ignore_distraction_00	vo_eny_eny_samurai_00_ignore_distraction_00	omuk	hambo	Samurai	dutiful	ignores player distraction (whistle, stone noise)	It was nothing.	3	不值一提	1
vo_eny_eny_	samurai_00_	ignore_distraction_01	vo_eny_eny_samurai_00_ignore_distraction_01	omuk	hambo	Samurai	dutiful	ignores player distraction (whistle, stone noise)	It was just the wind.	5	只是风声而已	1
vo_eny_eny_	samurai_00_	ignore_distraction_02	vo_eny_eny_samurai_00_ignore_distraction_02	omuk	hambo	Samurai	dutiful	ignores player distraction (whistle, stone noise)	The wind tries to trick on me.	7	风在和我开玩笑而已	1
vo_eny_eny_	samurai_00_	ignore_distraction_03	vo_eny_eny_samurai_00_ignore_distraction_03	omuk	hambo	Samurai	dutiful	ignores player distraction (whistle, stone noise)	I will not be distracted.	5	我不会分心的	1
vo_eny_eny_	samurai_00_	ignore_disturbance_00	vo_eny_eny_samurai_00_ignore_disturbance_00	omuk		Samurai	dutiful	ignores disturbance (footprints, snuffed torch)	Not worth my attention.	4	不值得我关注	1
vo_eny_eny_	samurai_00_	ignore_disturbance_01	vo_eny_eny_samurai_00_ignore_disturbance_01	omuk		Samurai	dutiful	ignores disturbance (footprints, snuffed torch)	This is beneath me.	4	不值得我管	1
vo_eny_eny_	samurai_00_	ignore_disturbance_02	vo_eny_eny_samurai_00_ignore_disturbance_02	omuk		Samurai	dutiful	ignores disturbance (footprints, snuffed torch)	I will not make a fool of myself.	8	我可不会上当	1
vo_eny_eny_	samurai_00_	ignore_peasant_00	vo_eny_eny_samurai_00_ignore_peasant_00	omuk		Samurai	dismissive	shoos off a civilian who tries to warn him	Get out of my sight, peasant!	6	赶紧滚远点，贱民！	1
vo_eny_eny_	samurai_00_	ignore_peasant_01	vo_eny_eny_samurai_00_ignore_peasant_01	omuk		Samurai	dismissive	shoos off a civilian who tries to warn him	How dare you speak to me? Leave!	7	竟敢和我说话？滚开！	1
vo_eny_eny_	samurai_00_	ignore_peasant_02	vo_eny_eny_samurai_00_ignore_peasant_02	omuk		Samurai	dismissive	shoos off a civilian who tries to warn him	Your troubles do not concern me!	6	你的问题关我什么事！	1
vo_eny_eny_	samurai_00_	investigate_accident_start_00	vo_eny_eny_samurai_00_investigate_accident_start_00	omuk	hambo	Samurai	displeased	sees accident (like guard crushed by falling debris)	What happened?	2	发生了什么？	1
vo_eny_eny_	samurai_00_	investigate_accident_start_01	vo_eny_eny_samurai_00_investigate_accident_start_01	omuk	hambo	Samurai	displeased	sees accident (like guard crushed by falling debris)	How did this happen?	4	怎么会发生这种事？	1
vo_eny_eny_	samurai_00_	investigate_accident_start_02	vo_eny_eny_samurai_00_investigate_accident_start_02	omuk	hambo	Samurai	displeased	sees accident (like guard crushed by falling debris)	Whose fault is this?	4	这是谁的错?	1
vo_eny_eny_	samurai_00_	investigate_accident_start_03	vo_eny_eny_samurai_00_investigate_accident_start_03	omuk	hambo	Samurai	displeased	sees accident (like guard crushed by falling debris)	Who is responsible for this?	5	谁该为此负责?	1
vo_eny_eny_	samurai_00_	investigate_accident_start_04	vo_eny_eny_samurai_00_investigate_accident_start_04	omuk	hambo	Samurai	displeased	sees accident (like guard crushed by falling debris)	This is outrageous!	3	简直太惨了!	1
vo_eny_eny_	samurai_00_	investigate_accident_stop_00	vo_eny_eny_samurai_00_investigate_accident_stop_00	omuk	hambo	Samurai	dismissive	stops investigating accident	We will investigate this later.	5	稍后再做调查	1
vo_eny_eny_	samurai_00_	investigate_accident_stop_01	vo_eny_eny_samurai_00_investigate_accident_stop_01	omuk	hambo	Samurai	dismissive	stops investigating accident	Hrm, karma.	2	嗯，人各有命	1
vo_eny_eny_	samurai_00_	investigate_accident_stop_02	vo_eny_eny_samurai_00_investigate_accident_stop_02	omuk	hambo	Samurai	dismissive	stops investigating accident	I will find those responsible.	5	我会找到责任人的	1
vo_eny_eny_	samurai_00_	investigate_accident_stop_03	vo_eny_eny_samurai_00_investigate_accident_stop_03	omuk	hambo	Samurai	dismissive	stops investigating accident	Fate was unkind today.	4	命运真是...无情	1
vo_eny_eny_	samurai_00_	investigate_accident_stop_04	vo_eny_eny_samurai_00_investigate_accident_stop_04	omuk	hambo	Samurai	dismissive	stops investigating accident	It cannot be changed.	4	结果已无法改变	1
vo_eny_eny_	samurai_00_	investigate_bush_00	vo_eny_eny_samurai_00_investigate_bush_00	omuk	hambo	Samurai	agressive	searches bushes for player characters	Ha, hiding in the bushes?!	5	哈！想躲在灌木丛中?	1
vo_eny_eny_	samurai_00_	investigate_bush_01	vo_eny_eny_samurai_00_investigate_bush_01	omuk	hambo	Samurai	agressive	searches bushes for player characters	You cannot hide from me!	5	你躲不了我的！	1
vo_eny_eny_	samurai_00_	investigate_bush_02	vo_eny_eny_samurai_00_investigate_bush_02	omuk	hambo	Samurai	agressive	searches bushes for player characters	You cannot fool me!	4	你骗不了我的!	1
vo_eny_eny_	samurai_00_	investigate_bush_03	vo_eny_eny_samurai_00_investigate_bush_03	omuk	hambo	Samurai	agressive	searches bushes for player characters	Hrm, crawling through the thicket?	5	哼！想从灌木丛爬走?	1
vo_eny_eny_	samurai_00_	investigate_bush_04	vo_eny_eny_samurai_00_investigate_bush_04	omuk	hambo	Samurai	agressive	searches bushes for player characters	The brush will not protect you!	6	灌木丛也保护不了你!	1
vo_eny_eny_	samurai_00_	investigate_door_00	vo_eny_eny_samurai_00_investigate_door_00	omuk	hambo	Samurai	agressive	follows player character inside buildings	I will drag you out of there.	7	我要把你拖出来	1
vo_eny_eny_	samurai_00_	investigate_door_01	vo_eny_eny_samurai_00_investigate_door_01	omuk	hambo	Samurai	agressive	follows player character inside buildings	I know you are in there!	6	我知道你在里面!	1
vo_eny_eny_	samurai_00_	investigate_door_02	vo_eny_eny_samurai_00_investigate_door_02	omuk	hambo	Samurai	agressive	follows player character inside buildings	You will find no safety in there.	7	躲进去也没用的	1
vo_eny_eny_	samurai_00_	investigate_door_03	vo_eny_eny_samurai_00_investigate_door_03	omuk	hambo	Samurai	agressive	follows player character inside buildings	Fine. This will be your grave.	6	好吧！这里就是你的坟墓	1
vo_eny_eny_	samurai_00_	investigate_end_00	vo_eny_eny_samurai_00_investigate_end_00	omuk	hambo	Samurai	a bit disappointed	"stops investigating area
(same as squad solo)"	Nobody here.	2	没找到人	1
vo_eny_eny_	samurai_00_	investigate_end_01	vo_eny_eny_samurai_00_investigate_end_01	omuk	hambo	Samurai	a bit disappointed	"stops investigating area
(same as squad solo)"	Gone.	1	人不见了	1
vo_eny_eny_	samurai_00_	investigate_end_02	vo_eny_eny_samurai_00_investigate_end_02	omuk	hambo	Samurai	a bit disappointed	"stops investigating area
(same as squad solo)"	Nothing.	1	什么都没发现	1
vo_eny_eny_	samurai_00_	investigate_end_03	vo_eny_eny_samurai_00_investigate_end_03	omuk	hambo	Samurai	a bit disappointed	"stops investigating area
(same as squad solo)"	Hrm, they must have away.	5	他们肯定已经逃走了	1
vo_eny_eny_	samurai_00_	investigate_end_04	vo_eny_eny_samurai_00_investigate_end_04	omuk	hambo	Samurai	a bit disappointed	"stops investigating area
(same as squad solo)"	Hrm, I guess drove them off.	6	看来是我把他们赶跑了	1
vo_eny_eny_	samurai_00_	investigate_end_05	vo_eny_eny_samurai_00_investigate_end_05	omuk	hambo	Samurai	a bit disappointed	"stops investigating area
(same as squad solo)"	No one to be found.	5	一个都没找到	1
vo_eny_eny_	samurai_00_	investigate_missing_00	vo_eny_eny_samurai_00_investigate_missing_00	omuk		Samurai	annoyed	searches the area for missing friend	Hello?	1	在么？	1
vo_eny_eny_	samurai_00_	investigate_missing_01	vo_eny_eny_samurai_00_investigate_missing_01	omuk		Samurai	annoyed	searches the area for missing friend	Are you hiding somewhere?	4	你躲到哪儿去了？	1
vo_eny_eny_	samurai_00_	investigate_missing_02	vo_eny_eny_samurai_00_investigate_missing_02	omuk		Samurai	annoyed	searches the area for missing friend	Are you there?	3	你在那里么？	1
vo_eny_eny_	samurai_00_	investigate_missing_03	vo_eny_eny_samurai_00_investigate_missing_03	omuk		Samurai	annoyed	searches the area for missing friend	I'm not in the mood for this!	7	我可没心情闹着玩	1
vo_eny_eny_	samurai_00_	investigate_missing_04	vo_eny_eny_samurai_00_investigate_missing_04	omuk		Samurai	annoyed	searches the area for missing friend	Where are you? Speak up!	5	你在哪里？快回答！	1
vo_eny_eny_	samurai_00_	investigate_missing_05	vo_eny_eny_samurai_00_investigate_missing_05	omuk		Samurai	annoyed	searches the area for missing friend	You hear me?	3	听到了么？	1
vo_eny_eny_	samurai_00_	investigate_start_00	vo_eny_eny_samurai_00_investigate_start_00	omuk	hambo	Samurai	tense	"starts investigating area
(same as squad solo)"	Where are you?	3	人在哪？	1
vo_eny_eny_	samurai_00_	investigate_start_01	vo_eny_eny_samurai_00_investigate_start_01	omuk	hambo	Samurai	tense	"starts investigating area
(same as squad solo)"	I know you're here!	4	我知道你在附近！	1
vo_eny_eny_	samurai_00_	investigate_start_02	vo_eny_eny_samurai_00_investigate_start_02	omuk	hambo	Samurai	tense	"starts investigating area
(same as squad solo)"	I will find you!	4	我会找到你的	1
vo_eny_eny_	samurai_00_	investigate_start_03	vo_eny_eny_samurai_00_investigate_start_03	omuk	hambo	Samurai	tense	"starts investigating area
(same as squad solo)"	Come forward!	2	快出来！	1
vo_eny_eny_	samurai_00_	investigate_start_04	vo_eny_eny_samurai_00_investigate_start_04	omuk	hambo	Samurai	tense	"starts investigating area
(same as squad solo)"	Come on show yourself.	4	出来，我可没时间	1
vo_eny_eny_	samurai_00_	investigate_too_long_00	vo_eny_eny_samurai_00_investigate_too_long_00	omuk	hambo	Samurai	dismissive	hears noise, but getting there is too complicated	That is not worth the walk.	6	没必跑这么远过去	1
vo_eny_eny_	samurai_00_	investigate_too_long_01	vo_eny_eny_samurai_00_investigate_too_long_01	omuk	hambo	Samurai	dismissive	hears noise, but getting there is too complicated	It is too far off.	5	太远了，没必要	1
vo_eny_eny_	samurai_00_	investigate_too_long_02	vo_eny_eny_samurai_00_investigate_too_long_02	omuk	hambo	Samurai	dismissive	hears noise, but getting there is too complicated	I will not waste my time.	6	我不会浪费时间的	1
vo_eny_eny_	samurai_00_	investigate_unreachable_00	vo_eny_eny_samurai_00_investigate_unreachable_00	omuk	hambo	Samurai	suspicious	wants to investigate spot, but can't get there	Hrm, I cannot reach that.	5	没办法，我到不了那里	1
vo_eny_eny_	samurai_00_	investigate_unreachable_01	vo_eny_eny_samurai_00_investigate_unreachable_01	omuk	hambo	Samurai	suspicious	wants to investigate spot, but can't get there	Hrm, the path is blocked.	5	找不到去那边的路	1
vo_eny_eny_	samurai_00_	investigate_unreachable_02	vo_eny_eny_samurai_00_investigate_unreachable_02	omuk	hambo	Samurai	suspicious	wants to investigate spot, but can't get there	That would be too much trouble.	6	没必要，太麻烦了	1
vo_eny_eny_	samurai_00_	knockout_scream_00	vo_eny_eny_samurai_00_knockout_scream_00	omuk	hambo	Samurai	stunned	(sound) gets knocked out		0		0
vo_eny_eny_	samurai_00_	knockout_scream_01	vo_eny_eny_samurai_00_knockout_scream_01	omuk	hambo	Samurai	stunned	(sound) gets knocked out		0		0
vo_eny_eny_	samurai_00_	knockout_scream_02	vo_eny_eny_samurai_00_knockout_scream_02	omuk	hambo	Samurai	stunned	(sound) gets knocked out		0		0
vo_eny_eny_	samurai_00_	knockout_scream_03	vo_eny_eny_samurai_00_knockout_scream_03	omuk	hambo	Samurai	stunned	(sound) gets knocked out		0		0
vo_eny_eny_	samurai_00_	knockout_scream_04	vo_eny_eny_samurai_00_knockout_scream_04	omuk	hambo	Samurai	stunned	(sound) gets knocked out		0		0
vo_eny_eny_	samurai_00_	laugh_evil_00	vo_eny_eny_samurai_00_laugh_evil_00	omuk		Samurai		(sound) dark laugh		0		0
vo_eny_eny_	samurai_00_	laugh_good_00	vo_eny_eny_samurai_00_laugh_good_00	omuk		Samurai		(sound) humorous laugh		0		0
vo_eny_eny_	samurai_00_	make_toast_00	vo_eny_eny_samurai_00_make_toast_00	omuk		Samurai		(sound) makes a toast		0		0
vo_eny_eny_	samurai_00_	officer_alert_00	vo_eny_eny_samurai_00_officer_alert_00	omuk		Samurai	commanding	instructs other guards to stay alert	Stay vigilant. We have assassins in our midst.	8	保持警惕，附近有刺客	1
vo_eny_eny_	samurai_00_	officer_alert_01	vo_eny_eny_samurai_00_officer_alert_01	omuk		Samurai	commanding	instructs other guards to stay alert	The enemy is among us. Stay sharp.	7	敌人还在附近，保持警觉	1
vo_eny_eny_	samurai_00_	officer_alert_02	vo_eny_eny_samurai_00_officer_alert_02	omuk		Samurai	commanding	instructs other guards to stay alert	Do not be fooled. They are still here.	8	别被骗了，他们还在附近	1
vo_eny_eny_	samurai_00_	officer_alert_03	vo_eny_eny_samurai_00_officer_alert_03	omuk		Samurai	commanding	instructs other guards to stay alert	Watch the shadows. It is where they hide.	8	注意，他们喜欢藏在暗处	1
vo_eny_eny_	samurai_00_	officer_alert_04	vo_eny_eny_samurai_00_officer_alert_04	omuk		Samurai	commanding	instructs other guards to stay alert	Keep together. Do not let them separate you.	8	要一起行动，别东一个西一个	1
vo_eny_eny_	samurai_00_	officer_alert_05	vo_eny_eny_samurai_00_officer_alert_05	omuk		Samurai	commanding	instructs other guards to stay alert	They are looking for weakness. Give them death.	8	他们正在观察我们的弱点，我们要先下手为强	1
vo_eny_eny_	samurai_00_	officer_alert_06	vo_eny_eny_samurai_00_officer_alert_06	omuk		Samurai	commanding	instructs other guards to stay alert	Attack on sight. Show no mercy.	6	格杀勿论，不要心慈手软	1
vo_eny_eny_	samurai_00_	officer_alert_07	vo_eny_eny_samurai_00_officer_alert_07	omuk		Samurai	commanding	instructs other guards to stay alert	Do not cower before common criminals.	6	别害怕这些罪犯	1
vo_eny_eny_	samurai_00_	officer_alert_08	vo_eny_eny_samurai_00_officer_alert_08	omuk		Samurai	commanding	instructs other guards to stay alert	Teach them fear. Give them no place to hide.	9	让他们无处可藏，尝尝恐惧的滋味	1
vo_eny_eny_	samurai_00_	pickup_object_00	vo_eny_eny_samurai_00_pickup_object_00	omuk		Samurai		(sound) pickup heavy object		0		0
vo_eny_eny_	samurai_00_	regain_consciousness_00	vo_eny_eny_samurai_00_regain_consciousness_00	omuk	hambo	Samurai	angry	knocked out, wakes up	… damn them	3	……这帮该死的	1
vo_eny_eny_	samurai_00_	regain_consciousness_01	vo_eny_eny_samurai_00_regain_consciousness_01	omuk	hambo	Samurai	headache	knocked out, wakes up	Hrm … it is nothing …	6	呃……没事……	1
vo_eny_eny_	samurai_00_	regain_consciousness_02	vo_eny_eny_samurai_00_regain_consciousness_02	omuk	hambo	Samurai	angry	knocked out, wakes up	… I was shamed.	4	……真是丢脸	1
vo_eny_eny_	samurai_00_	regain_consciousness_03	vo_eny_eny_samurai_00_regain_consciousness_03	omuk	hambo	Samurai	headache	knocked out, wakes up	Hrm … cowards …	4	哼！……懦夫……	1
vo_eny_eny_	samurai_00_	regain_consciousness_04	vo_eny_eny_samurai_00_regain_consciousness_04	omuk	hambo	Samurai	angry	knocked out, wakes up	… they attacked me!	4	……他们偷袭了我！	1
vo_eny_eny_	samurai_00_	regain_consciousness_05	vo_eny_eny_samurai_00_regain_consciousness_05	omuk	hambo	Samurai	angry	knocked out, wakes up	… they beat me down!	5	……他们把我打晕了！	1
vo_eny_eny_	samurai_00_	regain_consciousness_06	vo_eny_eny_samurai_00_regain_consciousness_06	omuk	hambo	Samurai	angry	knocked out, wakes up	… I will see them suffer!	6	……我要让他们不得好死！	1
vo_eny_eny_	samurai_00_	see_flying_body_00	vo_eny_eny_samurai_00_see_flying_body_00	omuk	hambo	Samurai	startled	sees corpse that's thrown into his view by player	How?!	1	什么？！	1
vo_eny_eny_	samurai_00_	see_flying_body_01	vo_eny_eny_samurai_00_see_flying_body_01	omuk	hambo	Samurai	startled	sees corpse that's thrown into his view by player	Demons!	1	魔鬼！	1
vo_eny_eny_	samurai_00_	see_flying_body_02	vo_eny_eny_samurai_00_see_flying_body_02	omuk	hambo	Samurai	startled	sees corpse that's thrown into his view by player	Honourless killers!	2	可耻的杀手！	1
vo_eny_eny_	samurai_00_	see_flying_object_00	vo_eny_eny_samurai_00_see_flying_object_00	omuk	hambo	Samurai	annoyed	sees object that's thrown into his view by player	What's this?!	2	这是什么?！	1
vo_eny_eny_	samurai_00_	see_flying_object_01	vo_eny_eny_samurai_00_see_flying_object_01	omuk	hambo	Samurai	annoyed	sees object that's thrown into his view by player	Who did that?!	3	是谁干的?!	1
vo_eny_eny_	samurai_00_	see_flying_object_02	vo_eny_eny_samurai_00_see_flying_object_02	omuk	hambo	Samurai	annoyed	sees object that's thrown into his view by player	Oh come on! This is ridiculous!	6	算了吧！这也太蠢了！	1
vo_eny_eny_	samurai_00_	see_something_00	vo_eny_eny_samurai_00_see_something_00	omuk	hambo	Samurai	suspicious	sees something strange	What?	1	什么？	1
vo_eny_eny_	samurai_00_	see_something_01	vo_eny_eny_samurai_00_see_something_01	omuk	hambo	Samurai	suspicious	sees something strange	Huh?	1	嗯？	1
vo_eny_eny_	samurai_00_	see_something_02	vo_eny_eny_samurai_00_see_something_02	omuk	hambo	Samurai	suspicious	sees something strange	What's that?	2	那是什么？	1
vo_eny_eny_	samurai_00_	see_something_03	vo_eny_eny_samurai_00_see_something_03	omuk	hambo	Samurai	suspicious	sees something strange	Something …	2	好像是……	1
vo_eny_eny_	samurai_00_	see_something_04	vo_eny_eny_samurai_00_see_something_04	omuk	hambo	Samurai	suspicious	sees something strange	Hmm …	2	嗯……	1
vo_eny_eny_	samurai_00_	snore_00	vo_eny_eny_samurai_00_snore_00	omuk		Samurai		(sound) snore		0		0
vo_eny_eny_	samurai_00_	squad_investigate_end_00	vo_eny_eny_samurai_00_squad_investigate_end_00	omuk	hambo	Samurai	commanding	squad leader stops investigation	Nothing here. Resume your duties.	5	什么都没有，继续执勤吧	1
vo_eny_eny_	samurai_00_	squad_investigate_end_01	vo_eny_eny_samurai_00_squad_investigate_end_01	omuk	hambo	Samurai	commanding	squad leader stops investigation	They are long gone. Resume your duties.	7	他们早跑了，继续执勤吧	1
vo_eny_eny_	samurai_00_	squad_investigate_end_02	vo_eny_eny_samurai_00_squad_investigate_end_02	omuk	hambo	Samurai	commanding	squad leader stops investigation	There is no one here. Resume your duties.	8	这里没人，继续执勤吧	1
vo_eny_eny_	samurai_00_	squad_investigate_end_03	vo_eny_eny_samurai_00_squad_investigate_end_03	omuk	hambo	Samurai	commanding	squad leader stops investigation	Stop the search. Return to your posts.	7	停止搜索，各回岗位吧	1
vo_eny_eny_	samurai_00_	squad_investigate_end_04	vo_eny_eny_samurai_00_squad_investigate_end_04	omuk	hambo	Samurai	commanding	squad leader stops investigation	Danger has passed. Return to your posts.	7	没有危险了，各回岗位吧	1
vo_eny_eny_	samurai_00_	squad_investigate_start_00	vo_eny_eny_samurai_00_squad_investigate_start_00	omuk	hambo	Samurai	commanding	squad leader starts investigation	Search the area!	3	搜索这片区域!	1
vo_eny_eny_	samurai_00_	squad_investigate_start_01	vo_eny_eny_samurai_00_squad_investigate_start_01	omuk	hambo	Samurai	commanding	squad leader starts investigation	Attack on sight!	3	看到就立即射击！	1
vo_eny_eny_	samurai_00_	squad_investigate_start_02	vo_eny_eny_samurai_00_squad_investigate_start_02	omuk	hambo	Samurai	commanding	squad leader starts investigation	They could still be here!	5	他可能还在附近!	1
vo_eny_eny_	samurai_00_	squad_investigate_start_03	vo_eny_eny_samurai_00_squad_investigate_start_03	omuk	hambo	Samurai	commanding	squad leader starts investigation	Search everywhere!	2	搜索每个角落！	1
vo_eny_eny_	samurai_00_	squad_investigate_start_04	vo_eny_eny_samurai_00_squad_investigate_start_04	omuk	hambo	Samurai	commanding	squad leader starts investigation	Show no mercy.	3	往死里打	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_00	vo_eny_eny_samurai_00_squad_investigate_talk_00	omuk	hambo	Samurai	tense	squad serches the area, commenting on things	There is nothing here!	4	什么都没有发现！	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_01	vo_eny_eny_samurai_00_squad_investigate_talk_01	omuk	hambo	Samurai	tense	squad serches the area, commenting on things	Where did they go?!	4	他们去哪了?！	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_02	vo_eny_eny_samurai_00_squad_investigate_talk_02	omuk	hambo	Samurai	commanding	squad serches the area, commenting on things	Keep your eyes open.	4	眼睛都睁大点	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_03	vo_eny_eny_samurai_00_squad_investigate_talk_03	omuk	hambo	Samurai	focussed	squad serches the area, commenting on things	Hrm, do I see tracks?	5	这是足迹吗？	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_04	vo_eny_eny_samurai_00_squad_investigate_talk_04	omuk	hambo	Samurai	annoyed	squad serches the area, commenting on things	Are these tracks … no.	5	这些是足迹吗？……不是。	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_05	vo_eny_eny_samurai_00_squad_investigate_talk_05	omuk	hambo	Samurai	tense	squad serches the area, commenting on things	Do you see them?	4	你看见他们了吗？	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_06	vo_eny_eny_samurai_00_squad_investigate_talk_06	omuk	hambo	Samurai	annoyed	squad serches the area, commenting on things	They cannot have vanished …	5	他们不可能就这么消失了……	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_07	vo_eny_eny_samurai_00_squad_investigate_talk_07	omuk	hambo	Samurai	annoyed	squad serches the area, commenting on things	We are not hunting ghosts!	5	我们又不是在追踪鬼魂！	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_08	vo_eny_eny_samurai_00_squad_investigate_talk_08	omuk	hambo	Samurai	focussed	squad serches the area, commenting on things	What are we looking for?	5	我们到底在找什么?	1
vo_eny_eny_	samurai_00_	squad_investigate_talk_09	vo_eny_eny_samurai_00_squad_investigate_talk_09	omuk	hambo	Samurai	focussed	squad serches the area, commenting on things	Are you certain you saw something?	6	你真的看到敌人了吗？	1
vo_eny_eny_	samurai_00_	stun_end_00	vo_eny_eny_samurai_00_stun_end_00	omuk		Samurai	enraged	stands up after stun	… they use firearms! The cowards!	6	…他们用枪！懦夫！	1
vo_eny_eny_	samurai_00_	stun_end_01	vo_eny_eny_samurai_00_stun_end_01	omuk		Samurai	enraged	stands up after stun	… ambush!	2	……有埋伏！	1
vo_eny_eny_	samurai_00_	stun_end_02	vo_eny_eny_samurai_00_stun_end_02	omuk		Samurai	enraged	stands up after stun	… you shot me ... Now I cut you in half!	11	竟敢开枪打我！现在我要把你切成两半！	1
vo_eny_eny_	samurai_00_	stun_end_03	vo_eny_eny_samurai_00_stun_end_03	omuk		Samurai	enraged	stands up after stun	 … you think that would kill me?!	8	 ……你以为那样就能杀得了我？！	2
vo_eny_eny_	samurai_00_	stun_end_04	vo_eny_eny_samurai_00_stun_end_04	omuk		Samurai	enraged	stands up after stun	… assassins!	2	…有刺客！	1
vo_eny_eny_	samurai_00_	stun_scream_00	vo_eny_eny_samurai_00_stun_scream_00	omuk		Samurai	surprised	(sound) receives a stunning blow, grunts and drops to his knees		0		0
vo_eny_eny_	samurai_00_	stun_scream_01	vo_eny_eny_samurai_00_stun_scream_01	omuk		Samurai	surprised	(sound) receives a stunning blow, grunts and drops to his knees		0		0
vo_eny_eny_	samurai_00_	stun_scream_02	vo_eny_eny_samurai_00_stun_scream_02	omuk		Samurai	surprised	(sound) receives a stunning blow, grunts and drops to his knees		0		0
vo_eny_eny_	samurai_00_	stun_scream_03	vo_eny_eny_samurai_00_stun_scream_03	omuk		Samurai	surprised	receives a stunning blow, grunts and drops to his knees	… y-you ...	3	啊！……你……	1
vo_eny_eny_	samurai_00_	stun_scream_04	vo_eny_eny_samurai_00_stun_scream_04	omuk		Samurai	surprised	receives a stunning blow, grunts and drops to his knees	… cowards ...	3	呃！懦夫！	1
vo_gothic_gothic_	samurai_00_	talk_idle_00	vo_gothic_gothic_samurai_00_talk_idle_00	omuk		Samurai	relaxed	(sound) humming tune		0		0
vo_gothic_gothic_	samurai_00_	talk_idle_01	vo_gothic_gothic_samurai_00_talk_idle_01	omuk		Samurai		(sound) sneeze		0		0
vo_gothic_gothic_	samurai_00_	talk_idle_02	vo_gothic_gothic_samurai_00_talk_idle_02	omuk		Samurai	surprised	makes noise on duty	Hmm!	1	嗯…	1
vo_gothic_gothic_	samurai_00_	talk_idle_03	vo_gothic_gothic_samurai_00_talk_idle_03	omuk		Samurai	surprised	makes noise on duty	Ah!	1	啊…	1
vo_gothic_gothic_	samurai_00_	talk_idle_04	vo_gothic_gothic_samurai_00_talk_idle_04	omuk		Samurai	in thought	makes noise on duty	Hmm …	2	嗯……	1
vo_gothic_gothic_	samurai_00_	talk_idle_05	vo_gothic_gothic_samurai_00_talk_idle_05	omuk		Samurai	in thought	makes noise on duty	Hm, yes.	2	嗯,是的	1
vo_gothic_gothic_	samurai_00_	talk_idle_06	vo_gothic_gothic_samurai_00_talk_idle_06	omuk		Samurai	focussed	makes noise on duty	Hrm, focus.	2	嗯，集中注意力	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_00	vo_gothic_gothic_samurai_talk_idle_calm_00	omuk		Samurai	tense	"makes noise on duty
(mumbling)"	Victory is certain.	3	我军必胜	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_01	vo_gothic_gothic_samurai_talk_idle_calm_01	omuk		Samurai	tense	"makes noise on duty
(mumbling)"	Hrm … curse the Shogun.	5	哼……混蛋将军	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_02	vo_gothic_gothic_samurai_talk_idle_calm_02	omuk		Samurai	tense	"makes noise on duty
(mumbling)"	A single strike …	4	只需一击……	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_03	vo_gothic_gothic_samurai_talk_idle_calm_03	omuk		Samurai	tense	"makes noise on duty
(mumbling)"	… this is our place.	5	…这是我们的地盘	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_04	vo_gothic_gothic_samurai_talk_idle_calm_04	omuk		Samurai	tense	"makes noise on duty
(mumbling)"	Honour in death …	4	虽死犹容……	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_05	vo_gothic_gothic_samurai_00_talk_idle_battle_05	omuk		Samurai	rush of battle	makes noise in battle	Reloading!	1	装弹中！	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_06	vo_gothic_gothic_samurai_00_talk_idle_battle_06	omuk		Samurai	rush of battle	makes noise in battle	I'm reloading!	2	我在重新装弹!	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_07	vo_gothic_gothic_samurai_00_talk_idle_battle_07	omuk		Samurai	rush of battle	makes noise in battle	Cover me!	2	掩护我!	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_08	vo_gothic_gothic_samurai_00_talk_idle_battle_08	omuk		Samurai	rush of battle	makes noise in battle	Die, Shogunate scum!	3	去死吧，幕府人渣!	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_09	vo_gothic_gothic_samurai_00_talk_idle_battle_09	omuk		Samurai	rush of battle	makes noise in battle	Hold the castle!	3	一定要守住城	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_10	vo_gothic_gothic_samurai_00_talk_idle_battle_10	omuk		Samurai	rush of battle	makes noise in battle	Push them back!	3	挡住他们！	1
vo_gothic_gothic_	samurai_00_	talk_idle_battle_11	vo_gothic_gothic_samurai_00_talk_idle_battle_11	omuk		Samurai	rush of battle	makes noise in battle	Retreat!	1	撤退！	1
