2,3,11														
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE		
vo_gothic_gothic_	civilian_00_	talk_npc_confirm_01	vo_gothic_gothic_civilian_00_talk_npc_confirm_01	omuk		Civilian M	submissive	receives orders	I understand.	2	明白了	1		
vo_gothic_gothic_	civilian_00_	talk_npc_confirm_02	vo_gothic_gothic_civilian_00_talk_npc_confirm_02	omuk		Civilian M	submissive	receives orders	Yes, of course.	3	是，当然。	1		
vo_gothic_gothic_	civilian_00_	talk_npc_confirm_03	vo_gothic_gothic_civilian_00_talk_npc_confirm_03	omuk		Civilian M	submissive	receives orders	Understood.	1	明白	1		
vo_gothic_gothic_	civilian_00_	talk_npc_confirm_04	vo_gothic_gothic_civilian_00_talk_npc_confirm_04	omuk		Civilian M	submissive	receives orders	As you wish.	3	谨遵卿命	1		
vo_gothic_gothic_	civilian_00_	talk_npc_confirm_05	vo_gothic_gothic_civilian_00_talk_npc_confirm_05	omuk		Civilian M	submissive	receives orders	As you command.	3	谨遵指示	1		
vo_eny_eny_	civilian_00_	urinate_00	vo_eny_eny_civilian_00_urinate_00	omuk		Civilian M		(sound) takes a piss, relieved sigh		0		0		
vo_eny_eny_	civilian_00_	whimper_00	vo_eny_eny_civilian_00_whimper_00	omuk		Civilian M		(sound) fearful whimper		0		0		
vo_eny_eny_	civilian_00_	whistle_00	vo_eny_eny_civilian_00_whistle_00	omuk		Civilian M		(sound) whistles a tune		0		0		
vo_eny_eny_	civilian_00_	wipesweat_00	vo_eny_eny_civilian_00_wipesweat_00	omuk		Civilian M		(sound) wipe swat from brow during hard work		0		0		
vo_eny_eny_	civilian_00_	yawn_00	vo_eny_eny_civilian_00_yawn_00	omuk		Civilian M		(sound) yawn		0		0		
														
									WORDCOUNT EN:	424		WORDCOUNT DE:		
